YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,DEST_WAC,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,
2020,1,12,7,2020-01-12,AA,AA,N108NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,727,-3.00,16.00,743,1043,21.00,1104,1104,0.00,0.00,,0.00,394.00,397.00,360.00,1.00,2475.00,,,,,,,,,
2020,1,13,1,2020-01-13,AA,AA,N103NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,726,-4.00,23.00,749,1106,8.00,1104,1114,10.00,0.00,,0.00,394.00,408.00,377.00,1.00,2475.00,,,,,,,,,
2020,1,14,2,2020-01-14,AA,AA,N104NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,734,4.00,19.00,753,1112,9.00,1104,1121,17.00,0.00,,0.00,394.00,407.00,379.00,1.00,2475.00,0.00,0.00,17.00,0.00,0.00,,,,
2020,1,15,3,2020-01-15,AA,AA,N111ZM,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,726,-4.00,20.00,746,1102,7.00,1104,1109,5.00,0.00,,0.00,394.00,403.00,376.00,1.00,2475.00,,,,,,,,,
2020,1,16,4,2020-01-16,AA,AA,N116AN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,725,-5.00,17.00,742,1103,23.00,1104,1126,22.00,0.00,,0.00,394.00,421.00,381.00,1.00,2475.00,0.00,0.00,22.00,0.00,0.00,,,,
2020,1,17,5,2020-01-17,AA,AA,N108NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,729,-1.00,18.00,747,1051,12.00,1104,1103,-1.00,0.00,,0.00,394.00,394.00,364.00,1.00,2475.00,,,,,,,,,
2020,1,21,2,2020-01-21,AA,AA,N107NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,727,-3.00,25.00,752,1022,18.00,1104,1040,-24.00,0.00,,0.00,394.00,373.00,330.00,1.00,2475.00,,,,,,,,,
2020,1,22,3,2020-01-22,AA,AA,N103NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,727,-3.00,21.00,748,1009,27.00,1104,1036,-28.00,0.00,,0.00,394.00,369.00,321.00,1.00,2475.00,,,,,,,,,
2020,1,23,4,2020-01-23,AA,AA,N101NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,726,-4.00,17.00,743,1000,6.00,1104,1006,-58.00,0.00,,0.00,394.00,340.00,317.00,1.00,2475.00,,,,,,,,,
2020,1,24,5,2020-01-24,AA,AA,N108NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,728,-2.00,20.00,748,1016,12.00,1104,1028,-36.00,0.00,,0.00,394.00,360.00,328.00,1.00,2475.00,,,,,,,,,
2020,1,26,7,2020-01-26,AA,AA,N113AN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,722,-8.00,16.00,738,1008,7.00,1104,1015,-49.00,0.00,,0.00,394.00,353.00,330.00,1.00,2475.00,,,,,,,,,
2020,1,27,1,2020-01-27,AA,AA,N111ZM,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,723,-7.00,18.00,741,1010,36.00,1104,1046,-18.00,0.00,,0.00,394.00,383.00,329.00,1.00,2475.00,,,,,,,,,
2020,1,28,2,2020-01-28,AA,AA,N107NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,728,-2.00,23.00,751,1015,8.00,1104,1023,-41.00,0.00,,0.00,394.00,355.00,324.00,1.00,2475.00,,,,,,,,,
2020,1,29,3,2020-01-29,AA,AA,N101NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,726,-4.00,20.00,746,1014,7.00,1104,1021,-43.00,0.00,,0.00,394.00,355.00,328.00,1.00,2475.00,,,,,,,,,
2020,1,30,4,2020-01-30,AA,AA,N105NN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,729,-1.00,17.00,746,1004,4.00,1104,1008,-56.00,0.00,,0.00,394.00,339.00,318.00,1.00,2475.00,,,,,,,,,
2020,1,31,5,2020-01-31,AA,AA,N117AN,1,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,730,724,-6.00,28.00,752,1010,44.00,1104,1054,-10.00,0.00,,0.00,394.00,390.00,318.00,1.00,2475.00,,,,,,,,,
2020,1,1,3,2020-01-01,AA,AA,N111ZM,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1224,-6.00,14.00,1238,1519,15.00,1559,1534,-25.00,0.00,,0.00,389.00,370.00,341.00,1.00,2475.00,,,,,,,,,
2020,1,2,4,2020-01-02,AA,AA,N108NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1225,-5.00,17.00,1242,1532,6.00,1559,1538,-21.00,0.00,,0.00,389.00,373.00,350.00,1.00,2475.00,,,,,,,,,
2020,1,3,5,2020-01-03,AA,AA,N111ZM,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1222,-8.00,14.00,1236,1529,4.00,1559,1533,-26.00,0.00,,0.00,389.00,371.00,353.00,1.00,2475.00,,,,,,,,,
2020,1,4,6,2020-01-04,AA,AA,N116AN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1233,3.00,15.00,1248,1529,12.00,1559,1541,-18.00,0.00,,0.00,389.00,368.00,341.00,1.00,2475.00,,,,,,,,,
2020,1,5,7,2020-01-05,AA,AA,N102NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1220,-10.00,15.00,1235,1528,13.00,1559,1541,-18.00,0.00,,0.00,389.00,381.00,353.00,1.00,2475.00,,,,,,,,,
2020,1,6,1,2020-01-06,AA,AA,N112AN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1222,-8.00,13.00,1235,1539,14.00,1559,1553,-6.00,0.00,,0.00,389.00,391.00,364.00,1.00,2475.00,,,,,,,,,
2020,1,7,2,2020-01-07,AA,AA,N112AN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1229,-1.00,19.00,1248,1533,7.00,1600,1540,-20.00,0.00,,0.00,390.00,371.00,345.00,1.00,2475.00,,,,,,,,,
2020,1,8,3,2020-01-08,AA,AA,N104NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1230,0.00,14.00,1244,1537,6.00,1600,1543,-17.00,0.00,,0.00,390.00,373.00,353.00,1.00,2475.00,,,,,,,,,
2020,1,9,4,2020-01-09,AA,AA,N116AN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1229,-1.00,19.00,1248,1539,5.00,1600,1544,-16.00,0.00,,0.00,390.00,375.00,351.00,1.00,2475.00,,,,,,,,,
2020,1,10,5,2020-01-10,AA,AA,N108NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1224,-6.00,14.00,1238,1528,5.00,1600,1533,-27.00,0.00,,0.00,390.00,369.00,350.00,1.00,2475.00,,,,,,,,,
2020,1,11,6,2020-01-11,AA,AA,N112AN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1225,-5.00,17.00,1242,1533,4.00,1600,1537,-23.00,0.00,,0.00,390.00,372.00,351.00,1.00,2475.00,,,,,,,,,
2020,1,12,7,2020-01-12,AA,AA,N103NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1223,-7.00,11.00,1234,1528,6.00,1600,1534,-26.00,0.00,,0.00,390.00,371.00,354.00,1.00,2475.00,,,,,,,,,
2020,1,13,1,2020-01-13,AA,AA,N104NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1223,-7.00,29.00,1252,1637,6.00,1600,1643,43.00,0.00,,0.00,390.00,440.00,405.00,1.00,2475.00,0.00,0.00,43.00,0.00,0.00,,,,
2020,1,14,2,2020-01-14,AA,AA,N106NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1227,-3.00,17.00,1244,1537,5.00,1600,1542,-18.00,0.00,,0.00,390.00,375.00,353.00,1.00,2475.00,,,,,,,,,
2020,1,15,3,2020-01-15,AA,AA,N107NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1225,-5.00,20.00,1245,1543,8.00,1600,1551,-9.00,0.00,,0.00,390.00,386.00,358.00,1.00,2475.00,,,,,,,,,
2020,1,16,4,2020-01-16,AA,AA,N103NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1227,-3.00,20.00,1247,1532,5.00,1600,1537,-23.00,0.00,,0.00,390.00,370.00,345.00,1.00,2475.00,,,,,,,,,
2020,1,17,5,2020-01-17,AA,AA,N104NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1225,-5.00,19.00,1244,1530,4.00,1600,1534,-26.00,0.00,,0.00,390.00,369.00,346.00,1.00,2475.00,,,,,,,,,
2020,1,18,6,2020-01-18,AA,AA,N102NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1227,-3.00,11.00,1238,1533,9.00,1600,1542,-18.00,0.00,,0.00,390.00,375.00,355.00,1.00,2475.00,,,,,,,,,
2020,1,19,7,2020-01-19,AA,AA,N106NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1223,-7.00,19.00,1242,1518,4.00,1600,1522,-38.00,0.00,,0.00,390.00,359.00,336.00,1.00,2475.00,,,,,,,,,
2020,1,20,1,2020-01-20,AA,AA,N101NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1226,-4.00,16.00,1242,1509,9.00,1600,1518,-42.00,0.00,,0.00,390.00,352.00,327.00,1.00,2475.00,,,,,,,,,
2020,1,21,2,2020-01-21,AA,AA,N102NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1224,-6.00,16.00,1240,1514,9.00,1600,1523,-37.00,0.00,,0.00,390.00,359.00,334.00,1.00,2475.00,,,,,,,,,
2020,1,22,3,2020-01-22,AA,AA,N115NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1224,-6.00,20.00,1244,1504,4.00,1600,1508,-52.00,0.00,,0.00,390.00,344.00,320.00,1.00,2475.00,,,,,,,,,
2020,1,23,4,2020-01-23,AA,AA,N106NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1224,-6.00,16.00,1240,1452,8.00,1600,1500,-60.00,0.00,,0.00,390.00,336.00,312.00,1.00,2475.00,,,,,,,,,
2020,1,24,5,2020-01-24,AA,AA,N116AN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1222,-8.00,16.00,1238,1500,6.00,1600,1506,-54.00,0.00,,0.00,390.00,344.00,322.00,1.00,2475.00,,,,,,,,,
2020,1,25,6,2020-01-25,AA,AA,N104NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1226,-4.00,16.00,1242,1455,4.00,1600,1459,-61.00,0.00,,0.00,390.00,333.00,313.00,1.00,2475.00,,,,,,,,,
2020,1,26,7,2020-01-26,AA,AA,N101NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1223,-7.00,36.00,1259,1527,15.00,1600,1542,-18.00,0.00,,0.00,390.00,379.00,328.00,1.00,2475.00,,,,,,,,,
2020,1,27,1,2020-01-27,AA,AA,N105NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1222,-8.00,18.00,1240,1504,9.00,1600,1513,-47.00,0.00,,0.00,390.00,351.00,324.00,1.00,2475.00,,,,,,,,,
2020,1,28,2,2020-01-28,AA,AA,N102NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1220,-10.00,14.00,1234,1504,31.00,1600,1535,-25.00,0.00,,0.00,390.00,375.00,330.00,1.00,2475.00,,,,,,,,,
2020,1,29,3,2020-01-29,AA,AA,N106NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1221,-9.00,15.00,1236,1452,4.00,1600,1456,-64.00,0.00,,0.00,390.00,335.00,316.00,1.00,2475.00,,,,,,,,,
2020,1,30,4,2020-01-30,AA,AA,N113AN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1233,3.00,14.00,1247,1509,10.00,1600,1519,-41.00,0.00,,0.00,390.00,346.00,322.00,1.00,2475.00,,,,,,,,,
2020,1,31,5,2020-01-31,AA,AA,N107NN,3,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1230,1223,-7.00,14.00,1237,1450,7.00,1600,1457,-63.00,0.00,,0.00,390.00,334.00,313.00,1.00,2475.00,,,,,,,,,
2020,1,7,2,2020-01-07,AA,AA,N117AN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,651,-9.00,22.00,713,1018,4.00,1052,1022,-30.00,0.00,,0.00,412.00,391.00,365.00,1.00,2586.00,,,,,,,,,
2020,1,8,3,2020-01-08,AA,AA,N112AN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,655,-5.00,22.00,717,1029,5.00,1052,1034,-18.00,0.00,,0.00,412.00,399.00,372.00,1.00,2586.00,,,,,,,,,
2020,1,9,4,2020-01-09,AA,AA,N101NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,656,-4.00,24.00,720,1030,3.00,1052,1033,-19.00,0.00,,0.00,412.00,397.00,370.00,1.00,2586.00,,,,,,,,,
2020,1,10,5,2020-01-10,AA,AA,N111ZM,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,657,-3.00,21.00,718,1027,6.00,1052,1033,-19.00,0.00,,0.00,412.00,396.00,369.00,1.00,2586.00,,,,,,,,,
2020,1,11,6,2020-01-11,AA,AA,N101NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,659,-1.00,17.00,716,1028,2.00,1052,1030,-22.00,0.00,,0.00,412.00,391.00,372.00,1.00,2586.00,,,,,,,,,
2020,1,12,7,2020-01-12,AA,AA,N107NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,711,11.00,19.00,730,1045,3.00,1052,1048,-4.00,0.00,,0.00,412.00,397.00,375.00,1.00,2586.00,,,,,,,,,
2020,1,13,1,2020-01-13,AA,AA,N105NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,656,-4.00,20.00,716,1051,4.00,1052,1055,3.00,0.00,,0.00,412.00,419.00,395.00,1.00,2586.00,,,,,,,,,
2020,1,14,2,2020-01-14,AA,AA,N113AN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,655,-5.00,19.00,714,1048,7.00,1052,1055,3.00,0.00,,0.00,412.00,420.00,394.00,1.00,2586.00,,,,,,,,,
2020,1,15,3,2020-01-15,AA,AA,N108NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,656,-4.00,22.00,718,1103,12.00,1052,1115,23.00,0.00,,0.00,412.00,439.00,405.00,1.00,2586.00,0.00,0.00,23.00,0.00,0.00,,,,
2020,1,16,4,2020-01-16,AA,AA,N107NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,656,-4.00,17.00,713,1112,6.00,1052,1118,26.00,0.00,,0.00,412.00,442.00,419.00,1.00,2586.00,0.00,0.00,26.00,0.00,0.00,,,,
2020,1,17,5,2020-01-17,AA,AA,N103NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,652,-8.00,27.00,719,1105,5.00,1052,1110,18.00,0.00,,0.00,412.00,438.00,406.00,1.00,2586.00,0.00,0.00,18.00,0.00,0.00,,,,
2020,1,21,2,2020-01-21,AA,AA,N101NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,653,-7.00,18.00,711,1005,12.00,1052,1017,-35.00,0.00,,0.00,412.00,384.00,354.00,1.00,2586.00,,,,,,,,,
2020,1,22,3,2020-01-22,AA,AA,N108NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,654,-6.00,21.00,715,1018,4.00,1052,1022,-30.00,0.00,,0.00,412.00,388.00,363.00,1.00,2586.00,,,,,,,,,
2020,1,23,4,2020-01-23,AA,AA,N115NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,657,-3.00,19.00,716,957,4.00,1052,1001,-51.00,0.00,,0.00,412.00,364.00,341.00,1.00,2586.00,,,,,,,,,
2020,1,24,5,2020-01-24,AA,AA,N111ZM,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,655,-5.00,15.00,710,957,10.00,1052,1007,-45.00,0.00,,0.00,412.00,372.00,347.00,1.00,2586.00,,,,,,,,,
2020,1,25,6,2020-01-25,AA,AA,N103NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,656,-4.00,17.00,713,943,7.00,1052,950,-62.00,0.00,,0.00,412.00,354.00,330.00,1.00,2586.00,,,,,,,,,
2020,1,26,7,2020-01-26,AA,AA,N107NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,656,-4.00,18.00,714,1000,5.00,1052,1005,-47.00,0.00,,0.00,412.00,369.00,346.00,1.00,2586.00,,,,,,,,,
2020,1,27,1,2020-01-27,AA,AA,N101NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,653,-7.00,27.00,720,1016,4.00,1052,1020,-32.00,0.00,,0.00,412.00,387.00,356.00,1.00,2586.00,,,,,,,,,
2020,1,28,2,2020-01-28,AA,AA,N105NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,657,-3.00,23.00,720,1009,4.00,1052,1013,-39.00,0.00,,0.00,412.00,376.00,349.00,1.00,2586.00,,,,,,,,,
2020,1,29,3,2020-01-29,AA,AA,N117AN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,655,-5.00,26.00,721,956,4.00,1052,1000,-52.00,0.00,,0.00,412.00,365.00,335.00,1.00,2586.00,,,,,,,,,
2020,1,30,4,2020-01-30,AA,AA,N108NN,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,657,-3.00,21.00,718,1005,6.00,1052,1011,-41.00,0.00,,0.00,412.00,374.00,347.00,1.00,2586.00,,,,,,,,,
2020,1,31,5,2020-01-31,AA,AA,N111ZM,76,12478,31703,JFK,"New York, NY",NY,New York,22,14771,32457,SFO,"San Francisco, CA",CA,California,91,700,702,2.00,35.00,737,1040,4.00,1052,1044,-8.00,0.00,,0.00,412.00,402.00,363.00,1.00,2586.00,,,,,,,,,
2020,1,1,3,2020-01-01,AA,AA,N113AN,117,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1930,1926,-4.00,25.00,1951,2233,12.00,2312,2245,-27.00,0.00,,0.00,402.00,379.00,342.00,1.00,2475.00,,,,,,,,,
2020,1,2,4,2020-01-02,AA,AA,N105NN,117,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1930,1927,-3.00,25.00,1952,2242,31.00,2312,2313,1.00,0.00,,0.00,402.00,406.00,350.00,1.00,2475.00,,,,,,,,,
2020,1,3,5,2020-01-03,AA,AA,N115NN,117,12478,31703,JFK,"New York, NY",NY,New York,22,12892,32575,LAX,"Los Angeles, CA",CA,California,91,1930,1955,25.00,27.00,2022,2302,8.00,2312,2310,-2.00,0.00,,0.00,402.00,375.00,340.00,1.00,2475.00,,,,,,,,,
